CustomerID,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls
3227190,0.7,0.0,5.7,0.0
3321718,2.0,0.3,10.0,0.0
3105978,13.3,3.7,62.0,2.0
3140722,0.7,1.7,8.3,0.0
3376526,1.3,2.0,7.7,0.7
3244626,3.0,0.0,18.3,0.7
3166246,0.0,0.0,0.0,0.0
3191002,1.0,0.7,20.3,1.0
3231046,2.3,0.0,15.0,0.0
3075902,4.0,0.3,25.7,0.0
3085474,9.7,1.0,74.3,0.0
3337778,30.3,1.0,72.7,5.3
3100082,4.0,6.3,76.0,0.0
3084642,2.0,0.0,10.7,0.0
3081678,5.0,6.0,31.3,0.0
3026798,3.7,1.0,14.7,0.0
3340662,0.0,0.0,0.0,0.0
3072070,5.7,0.0,15.0,0.0
3319514,3.3,0.0,5.3,0.0
3136446,18.0,2.7,52.3,32.3
3338338,1.3,15.7,11.7,6.0
3394738,3.7,0.0,10.0,0.0
3092322,0.7,0.7,9.0,0.3
3281730,0.0,0.0,0.0,0.0
3384978,5.3,1.3,9.0,2.0
3379746,14.0,6.0,23.3,8.3
3272746,0.0,0.0,0.0,0.0
3023794,4.0,0.3,30.3,0.0
3055226,0.0,0.0,0.0,0.0
3315426,1.3,2.0,16.0,0.3
3228682,3.7,0.7,6.0,0.7
3102842,3.3,1.3,14.3,0.0
3049474,0.0,0.0,0.0,0.0
3181982,0.0,0.7,0.0,0.0
3348754,2.7,9.3,57.3,2.7
3267022,11.3,34.0,6.7,0.0
3155590,0.3,0.7,4.7,1.0
3059722,0.0,0.3,0.3,0.0
3399046,2.0,0.0,16.7,0.0
3391914,15.7,4.7,18.7,5.7
3383162,2.0,0.0,25.0,0.0
3255334,5.7,1.7,20.7,0.0
3090242,7.0,23.3,116.7,32.0
3173662,5.3,15.0,43.0,0.3
3382830,0.0,0.0,0.0,0.0
3041182,1.7,1.3,2.3,0.3
3361026,3.0,1.0,4.7,0.0
3148522,5.0,1.3,85.0,3.3
3182142,4.0,2.3,60.0,1.0
3119270,25.3,2.7,89.3,0.0
3102822,4.0,0.0,42.7,0.0
3186534,0.0,0.0,0.0,0.0
3036770,7.0,1.0,49.7,0.0
3379142,20.0,87.3,76.7,6.0
3030478,0.3,0.0,3.0,0.7
3086002,2.7,0.3,7.7,0.0
3186882,14.3,13.3,62.0,3.7
3092558,7.7,0.0,11.7,0.0
3246098,0.7,1.7,13.3,4.3
3361614,30.0,2.0,6.7,0.0
3085762,0.0,0.0,0.0,0.0
3157530,0.0,0.0,0.3,0.3
3391510,1.3,0.0,2.7,0.0
3215530,9.3,0.0,3.0,4.0
3345378,1.7,1.0,11.7,0.0
3132590,2.0,0.0,0.3,0.3
3335938,0.7,0.3,30.7,3.0
3263322,2.0,12.7,20.7,1.7
3181506,16.0,18.0,241.7,8.0
3338506,7.7,56.0,58.0,2.3
3288682,0.0,0.0,0.0,0.0
3135098,9.3,6.3,30.0,0.0
3328090,2.7,0.0,18.7,0.3
3140130,0.0,0.0,2.0,0.0
3382082,0.0,0.0,1.0,0.0
3368454,2.0,0.0,2.7,0.7
3111530,5.7,0.7,32.0,0.0
3391858,7.7,1.7,32.3,2.3
3082470,3.3,5.3,37.3,0.7
3008190,0.7,0.7,21.7,0.0
3087406,1.7,0.0,8.0,0.0
3308998,4.0,39.7,21.7,0.3
3348262,1.3,0.3,30.7,0.0
3308550,0.0,2.7,9.7,6.7
3085594,7.3,1.0,13.0,0.0
3136702,2.7,26.7,50.7,0.0
3231534,0.3,2.7,2.7,0.0
3274746,0.0,0.0,0.0,0.0
3015498,1.0,0.3,49.0,0.3
3166862,8.3,21.3,304.7,3.3
3032922,1.0,0.3,2.0,0.0
3060134,0.0,2.3,0.7,0.0
3376766,3.3,3.0,8.3,1.3
3212434,3.7,69.7,26.7,0.0
3013442,1.0,0.7,6.7,0.0
3169002,3.3,0.0,12.3,0.0
3058326,2.0,0.3,17.3,3.0
3250346,3.3,1.7,12.3,1.7
3337834,3.7,0.3,82.3,1.3
3260954,16.0,0.7,32.0,2.0
3003086,9.0,0.3,43.3,0.0
3153602,2.7,1.7,9.7,0.0
3122778,10.7,0.0,47.0,2.0
3186526,24.3,1.7,70.0,0.0
3026638,0.3,0.0,6.3,0.0
3225074,3.3,0.3,19.3,0.3
3172246,0.7,10.7,4.7,0.0
3316158,2.3,1.7,10.0,0.0
3261722,0.7,9.7,11.7,0.0
3157686,10.0,1.3,22.7,0.0
3386398,0.0,0.7,3.0,0.0
3181814,1.3,0.0,9.0,0.0
3087190,0.3,0.0,1.0,0.0
3278458,5.3,0.0,12.7,0.0
3063538,26.3,1.3,59.3,0.7
3166954,25.0,2.0,30.0,1.0
3128366,0.0,0.0,0.7,0.0
3008090,8.0,6.0,56.0,0.0
3311438,6.3,6.7,40.7,0.0
3012758,8.7,3.3,26.3,0.0
3384702,92.7,6.3,88.0,10.0
3052330,2.3,10.0,5.0,1.3
3295090,0.0,0.0,0.0,0.0
3091038,2.7,0.3,19.7,0.0
3228242,0.0,0.7,0.7,0.0
3352650,6.3,7.3,17.3,0.3
3128062,16.0,3.0,64.7,9.0
3289898,8.3,7.7,51.0,0.7
3309882,1.3,0.7,2.3,0.0
3292190,5.3,0.7,20.0,3.0
3297178,0.0,0.0,0.0,0.0
3066246,6.7,5.7,69.3,0.0
3053142,1.3,0.7,19.0,0.0
3366414,2.7,3.0,20.0,0.0
3242486,7.0,16.3,22.7,0.0
3218314,0.0,0.3,13.0,0.0
3060174,0.0,0.0,0.0,0.0
3036662,2.0,1.3,8.0,0.0
3110302,2.3,0.3,8.7,0.0
3156978,0.0,8.7,42.0,0.0
3106414,1.0,2.0,13.0,0.0
3098626,9.7,1.7,31.0,2.7
3361270,1.0,7.7,9.7,0.0
3165214,1.0,3.7,23.0,1.7
3038602,14.0,4.3,59.3,0.7
3107226,5.0,5.0,9.3,0.0
3308798,0.0,0.0,0.0,0.0
3346274,10.7,166.7,66.0,0.3
3130726,2.0,0.0,14.7,2.3
3111466,2.3,0.0,7.3,0.0
3002674,24.0,5.0,47.7,0.0
3192122,0.0,0.0,0.0,0.0
3200630,10.7,0.3,19.3,1.3
3075354,9.7,11.3,55.7,0.0
3386758,1.7,1.0,28.3,8.0
3015502,3.3,3.7,26.0,0.3
3276714,3.0,27.3,14.3,12.3
3097690,2.0,3.3,4.7,2.0
3094426,0.0,3.0,12.3,1.0
3061454,0.0,1.3,10.3,0.0
3289702,4.0,0.0,20.3,0.0
3105806,0.0,0.0,0.3,0.0
3121550,0.7,0.3,0.3,0.0
3369078,0.7,4.3,13.3,0.0
3036098,5.3,0.3,15.7,0.7
3100958,21.7,5.7,49.0,4.3
3287302,0.7,0.3,5.0,1.0
3121730,3.0,0.0,0.0,2.7
3043506,27.0,11.3,102.7,11.3
3340666,0.0,0.0,0.0,0.0
3175274,3.0,0.3,11.3,0.0
3066374,4.3,16.0,12.7,0.0
3366078,4.0,1.7,16.0,0.0
3367078,3.3,1.3,7.0,0.0
3300458,9.0,2.7,56.3,0.3
3241938,49.7,22.3,267.7,17.3
3377818,0.7,0.7,2.0,0.0
3385274,13.0,0.0,44.7,0.7
3291046,0.0,0.0,0.0,0.0
3084786,4.7,1.0,29.3,0.3
3146090,5.3,1.7,122.3,0.7
3005002,21.3,1.3,40.0,0.0
3147506,0.0,0.3,3.3,0.0
3178950,18.3,3.3,54.3,6.7
3264594,3.7,2.3,61.3,6.0
3084206,5.0,0.0,16.3,4.3
3346374,0.0,0.0,3.7,0.0
3251914,4.7,2.0,24.3,0.0
3186638,3.3,5.7,38.7,0.0
3323750,22.7,2.7,138.3,29.3
3068494,5.0,0.7,27.7,10.7
3276162,0.0,0.0,0.0,0.0
3298650,0.0,0.0,0.0,0.0
3312670,1.7,0.0,18.3,0.0
3362534,0.7,0.0,0.0,0.0
3304406,5.0,5.0,32.3,2.0
3318890,6.0,0.0,60.7,1.3
3149442,4.3,13.3,84.7,0.3
3094962,6.3,0.7,17.7,0.0
3275294,0.0,0.0,0.0,0.0
3072706,7.0,0.3,41.0,0.0
3100302,24.0,2.3,64.0,1.7
3246010,29.3,3.7,123.0,1.0
3019366,2.3,3.3,11.3,0.0
3399118,17.0,2.3,45.3,2.0
3348546,1.3,0.3,2.3,0.0
3160346,0.3,38.7,20.3,0.0
3189446,1.3,2.3,5.7,0.0
3096870,1.0,0.0,0.0,0.0
3257222,2.0,22.3,20.0,0.7
3276926,9.3,177.3,49.0,3.7
3146530,23.3,0.7,42.0,2.0
3029334,0.0,4.7,8.7,0.0
3025614,1.0,0.0,4.3,0.0
3080678,1.0,0.3,7.7,0.0
3254250,12.0,2.7,64.0,1.3
3223306,6.0,2.0,43.7,0.0
3320826,4.3,5.0,30.3,0.0
3107746,21.3,16.7,70.0,2.0
3093018,3.3,2.7,46.3,1.7
3175738,41.0,1.7,90.7,3.0
3231410,15.7,6.0,58.0,3.0
3072106,0.3,0.0,0.7,0.0
3291902,3.0,3.7,59.0,8.0
3343890,3.0,5.0,25.3,4.0
3239882,7.0,6.0,58.7,7.7
3303390,9.3,7.7,82.3,3.0
3070378,9.3,2.3,78.0,0.0
3115706,5.3,3.0,32.3,17.7
3075366,1.0,0.3,6.0,0.0
3198178,8.7,1.7,80.0,0.3
3063158,2.3,2.0,11.0,0.0
3005394,0.0,0.0,3.0,0.3
3162434,6.7,0.7,31.3,1.0
3007026,15.3,17.0,53.3,4.0
3193250,15.7,2.7,64.3,1.3
3254290,4.7,0.7,39.0,0.0
3349102,2.7,4.3,8.7,0.0
3377254,10.7,8.7,44.7,0.3
3090746,6.0,1.3,14.0,1.0
3155898,0.3,0.3,3.7,0.0
3053622,1.7,1.0,6.0,0.0
3118702,2.0,10.7,68.7,3.0
3007582,0.0,0.0,0.0,0.0
3266662,8.7,1.3,24.7,2.0
3079578,3.7,0.3,10.7,0.7
3251594,1.0,4.3,0.0,0.0
3285594,14.7,1.7,115.7,0.3
3361018,1.3,15.0,48.7,0.3
3097546,31.3,3.3,53.7,0.3
3035698,40.0,9.0,71.0,2.0
3186562,1.0,5.7,32.3,2.0
3345074,1.7,0.7,16.0,0.0
3028434,1.3,0.0,8.7,0.0
3037814,0.7,0.3,8.0,0.0
3094486,0.3,1.0,13.7,0.0
3395094,12.3,0.3,16.0,1.0
3067358,3.7,36.0,30.0,0.0
3039530,8.7,7.3,30.7,1.3
3376198,1.0,4.7,1.3,0.3
3289910,0.0,0.0,0.0,0.0
3184030,6.7,0.3,19.3,0.0
3390522,2.0,0.0,16.7,4.3
3047814,2.0,5.3,25.3,2.0
3287214,0.0,0.0,0.0,0.0
3062086,8.7,6.3,52.7,2.0
3158902,1.7,18.7,20.7,0.0
3322214,1.3,1.0,14.3,0.0
3243410,1.3,0.7,6.7,0.3
3310490,2.7,1.0,9.7,0.3
3074274,0.7,0.0,1.7,0.0
3159610,0.0,0.0,0.0,0.0
3141574,7.3,3.3,32.7,0.7
3279614,11.0,14.3,137.0,11.3
3020038,0.7,4.0,24.7,0.3
3316042,6.7,7.3,10.0,3.3
3087930,3.3,6.0,23.3,0.0
3277434,0.0,0.0,0.0,0.0
3103770,1.3,6.7,8.7,0.0
3160086,1.0,0.0,4.3,0.0
3017522,3.7,0.7,57.3,0.0
3217098,2.7,64.3,64.3,6.7
3271330,0.0,0.0,0.0,0.0
3380802,8.7,0.7,225.0,17.0
3053666,4.7,1.0,35.3,1.3
3332174,8.0,0.7,39.3,4.0
3174786,4.3,0.0,5.0,0.0
3017538,3.0,1.0,4.3,0.7
3129202,7.7,0.0,7.3,0.7
3281114,0.0,0.0,7.3,0.3
3384230,0.3,0.3,6.7,0.3
3394150,0.3,0.3,5.7,0.0
3382418,20.7,0.0,18.3,17.3
3367102,1.3,0.0,11.0,2.0
3166482,13.0,1.7,73.7,11.7
3137982,0.7,0.0,16.3,0.0
3256858,0.0,6.0,10.3,1.0
3014226,0.0,0.3,1.0,0.3
3084890,1.7,34.0,25.3,0.3
3371938,4.0,10.7,68.7,2.3
3235462,1.3,3.3,4.0,2.3
3226410,59.7,4.3,150.0,2.0
3398934,21.0,1.7,103.7,0.7
3044346,6.0,4.0,91.7,0.3
3242674,6.0,0.3,21.3,0.0
3007670,4.0,1.7,16.7,0.0
3393562,3.3,0.3,21.7,0.0
3382950,6.3,3.3,19.7,3.0
3282382,5.0,0.0,5.0,1.0
3028030,1.0,0.0,1.3,0.0
3057846,16.7,18.7,172.7,11.3
3260654,0.0,0.0,0.0,0.0
3326070,6.3,1.3,8.7,0.3
3127266,0.0,0.0,0.3,0.0
3086626,7.7,0.3,65.7,2.3
3048218,5.7,10.3,37.3,0.0
3339802,0.3,12.0,50.3,0.7
3114906,1.3,0.0,12.3,0.0
3251530,2.3,1.7,111.0,6.3
3143982,2.0,0.3,5.3,0.0
3203842,1.7,2.3,7.7,0.0
3178014,4.0,2.0,16.0,15.7
3133418,4.7,0.0,26.7,6.0
3274150,0.0,0.0,0.0,0.0
3136374,2.3,0.3,21.7,3.3
3264982,8.0,1.3,25.7,1.7
3388786,13.0,5.3,111.7,0.0
3399242,7.0,0.0,13.0,0.7
3206450,1.0,3.3,18.7,2.3
3061834,0.0,0.0,5.0,0.3
3180582,1.7,25.3,15.0,14.7
3129078,2.7,2.0,28.3,2.0
3232158,0.0,0.0,16.7,2.7
3078598,5.7,1.3,19.3,2.3
3152886,12.7,13.0,61.3,12.3
3175442,7.7,0.3,38.7,0.0
3133030,0.3,0.0,0.0,0.0
3191014,7.3,2.0,6.7,0.0
3194570,38.0,0.0,0.7,0.0
3281426,0.0,0.0,0.0,0.0
3014886,3.3,0.7,29.7,0.3
3036554,11.3,0.3,7.7,4.0
3203414,2.0,24.3,12.0,0.0
3054714,9.0,5.7,15.3,0.0
3372822,20.7,0.0,4.0,0.3
3349454,18.0,0.0,11.3,7.3
3014298,0.7,0.7,6.7,0.0
3304490,7.3,6.3,52.0,0.0
3260298,0.0,0.0,0.0,0.0
3048838,38.3,8.7,23.0,0.7
3086178,6.3,10.0,75.7,0.0
3225602,9.7,1.3,73.0,0.7
3038314,0.7,1.7,2.0,0.0
3291402,3.7,0.7,28.7,0.7
3358202,0.3,0.0,1.7,0.0
3092458,8.7,0.3,19.0,1.0
3191178,2.0,0.7,23.3,0.0
3246138,0.0,0.0,0.0,0.0
3272302,5.3,14.3,31.7,1.7
3316626,10.0,17.0,139.7,0.0
3055402,0.0,0.0,0.0,0.0
3300718,3.7,3.7,10.7,0.0
3352790,64.7,11.7,500.0,47.3
3133170,7.3,0.0,47.3,0.3
3093418,0.0,0.0,1.0,0.0
3245134,4.0,3.0,8.7,0.0
3088842,0.0,1.7,5.7,0.0
3381478,3.0,2.7,37.3,0.0
3125710,19.0,3.3,32.3,8.0
3229746,1.7,2.3,20.0,0.0
3135614,0.0,0.0,0.7,0.0
3353350,0.0,0.0,0.0,0.0
3374274,9.7,0.7,18.3,0.0
3067982,2.0,1.3,2.0,0.0
3091154,8.0,0.0,19.3,4.3
3178106,3.3,0.0,13.3,15.3
3377022,0.0,2.3,24.7,0.7
3230370,0.7,1.3,10.0,0.0
3347930,8.0,10.7,62.0,12.3
3019214,0.0,0.0,0.0,0.0
3117650,2.7,0.0,8.7,0.3
3262806,13.3,13.7,55.0,1.0
3138046,18.0,1.0,61.3,0.3
3001414,0.0,0.0,0.0,0.0
3049434,1.3,0.0,10.3,1.3
3235082,11.0,0.7,42.3,0.3
3271082,0.0,0.0,0.0,0.0
3029274,10.3,10.3,63.3,0.0
3054682,2.0,1.0,18.7,2.3
3219746,6.7,4.7,38.7,0.0
3341306,23.0,8.7,162.3,2.3
3116706,0.3,0.3,3.7,0.0
3171278,12.3,12.3,90.0,12.7
3173982,8.7,0.3,23.0,1.0
3260782,0.0,0.0,0.0,0.0
3014246,0.0,1.3,0.0,0.0
3210282,5.0,2.0,25.7,4.0
3167094,3.3,13.0,35.0,0.0
3053882,4.7,3.0,22.7,0.0
3034774,0.0,0.0,4.0,0.0
3351218,0.3,0.0,3.7,0.0
