CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,Occupation
3161082,Yes,55.87,399.0,50.0,0.0,1.2,Self
3314726,No,30.45,287.0,40.0,0.0,0.0,Other
3389046,No,29.27,29.0,37.0,0.0,0.0,Other
3297358,Yes,54.62,509.0,45.0,49.0,0.4,Other
3326638,No,54.18,734.0,70.0,0.0,0.0,Crafts
3105442,Yes,60.51,330.0,30.0,86.0,0.0,Other
3273578,No,46.68,583.0,30.0,33.0,0.0,Other
3118122,Yes,30.0,95.0,30.0,0.0,0.0,Crafts
3005426,No,41.6,412.0,10.0,70.0,0.0,Other
3314426,Yes,62.34,830.0,54.0,71.0,0.0,Other
3292250,No,87.62,457.0,60.0,123.0,0.5,Professional
3097910,No,67.08,568.0,50.0,40.0,0.0,Other
3230606,No,45.23,205.0,70.0,0.0,0.0,Professional
3330186,Yes,35.08,1177.0,45.0,0.0,0.0,Other
3216642,No,33.41,138.0,30.0,0.0,0.0,Professional
3138494,No,133.04,1716.0,76.0,160.0,0.0,Professional
3151962,Yes,56.98,702.0,60.0,8.0,0.0,Professional
3155558,Yes,10.0,92.0,10.0,0.0,0.0,Other
3055286,No,32.17,222.0,40.0,2.0,0.0,Other
3200410,No,49.85,327.0,40.0,56.0,0.0,Other
3003926,No,80.05,1288.0,75.0,26.0,0.0,Professional
3182318,No,112.39,1476.0,96.0,75.0,0.0,Professional
3136018,No,28.76,242.0,29.0,0.0,0.0,Other
3342106,No,30.18,134.0,40.0,0.0,0.2,Other
3243722,Yes,33.99,40.0,40.0,0.0,0.0,Other
3343822,No,45.06,434.0,55.0,18.0,1.1,Clerical
3330174,No,36.53,901.0,51.0,1.0,0.0,Other
3335222,No,38.99,288.0,45.0,0.0,0.0,Other
3331042,No,35.2,244.0,45.0,0.0,0.0,Other
3026798,No,28.86,140.0,30.0,0.0,0.0,Other
3344578,No,45.63,731.0,40.0,14.0,0.0,Professional
3053518,Yes,116.52,812.0,80.0,122.0,0.0,Other
3276018,Yes,61.44,316.0,30.0,48.0,0.0,Professional
3105066,No,142.47,1403.0,132.0,0.0,0.2,Other
3249198,Yes,31.66,1264.0,45.0,52.0,0.0,Professional
3323182,No,14.16,205.0,10.0,0.0,0.2,Other
3311322,Yes,41.39,179.0,45.0,0.0,4.7,Other
3160054,No,38.19,269.0,30.0,21.0,0.0,Professional
3269278,Yes,30.43,89.0,40.0,0.0,0.2,Other
3229014,No,36.02,842.0,45.0,2.0,0.0,Other
3156026,Yes,33.47,34.0,33.0,0.0,0.0,Professional
3270134,Yes,185.5,1718.0,103.0,186.0,0.0,Other
3136130,No,86.05,1270.0,90.0,15.0,0.0,Other
3324078,Yes,44.69,336.0,37.0,37.0,0.0,Other
3138350,No,32.23,282.0,30.0,8.0,0.0,Other
3053586,Yes,52.37,788.0,35.0,33.0,3.5,Other
3242258,No,46.07,725.0,45.0,30.0,0.0,Other
3312230,No,76.22,991.0,45.0,72.0,11.2,Professional
3122982,No,33.25,249.0,30.0,0.0,0.0,Other
3106342,No,56.22,456.0,50.0,0.0,0.0,Other
3070966,No,22.5,0.0,30.0,0.0,0.0,Professional
3361314,No,41.42,250.0,51.0,0.0,0.0,Other
3300630,No,34.99,316.0,45.0,0.0,0.0,Other
3255034,No,70.94,859.0,60.0,34.0,0.0,Other
3064866,No,69.32,577.0,50.0,34.0,0.0,Other
3334414,No,38.4,360.0,45.0,10.0,0.0,Other
3004826,No,36.29,90.0,17.0,37.0,0.0,Clerical
3371850,No,14.49,331.0,10.0,16.0,0.0,Other
3310670,No,33.73,645.0,40.0,9.0,0.1,Professional
3270278,No,18.44,372.0,10.0,34.0,0.0,Other
3180390,No,66.14,336.0,16.0,135.0,0.0,Other
3265382,Yes,29.94,388.0,22.0,2.0,0.7,Other
3316930,No,55.65,842.0,45.0,59.0,0.1,Other
3311906,No,14.21,336.0,10.0,6.0,0.3,Other
3317234,No,10.0,435.0,10.0,0.0,0.0,Other
3017450,No,45.1,175.0,30.0,42.0,0.0,Professional
3230758,Yes,213.02,1332.0,89.0,149.0,87.7,Other
3068102,No,19.99,36.0,20.0,0.0,0.0,Other
3232738,Yes,30.26,168.0,40.0,0.0,0.0,Other
3298138,Yes,35.3,287.0,45.0,0.0,0.0,Other
3076030,No,35.87,204.0,30.0,0.0,0.6,Other
3358334,No,120.13,873.0,70.0,164.0,0.2,Other
3128262,No,49.95,340.0,30.0,66.0,0.0,Other
3203338,No,56.2,568.0,50.0,0.0,0.0,Other
3250846,No,36.76,251.0,40.0,16.0,0.0,Other
3374666,No,34.34,161.0,40.0,0.0,0.0,Other
3144338,No,42.12,174.0,40.0,0.0,0.0,Other
3139498,No,38.44,472.0,45.0,8.0,0.0,Other
3364118,No,10.0,263.0,10.0,0.0,0.0,Other
3138678,No,17.14,45.0,10.0,20.0,0.0,Other
3246914,No,51.12,466.0,45.0,21.0,5.7,Other
3331782,No,60.53,21.0,70.0,0.0,0.0,Professional
3347746,No,13.36,562.0,10.0,7.0,0.6,Other
3014946,No,32.82,148.0,40.0,0.0,2.6,Other
3375034,No,35.24,26.0,45.0,0.0,0.0,Other
3092738,No,77.61,363.0,86.0,0.0,0.0,Crafts
3348626,Yes,39.49,218.0,40.0,17.0,0.0,Other
3395242,No,51.28,431.0,50.0,0.0,0.0,Professional
3325942,No,10.16,0.0,10.0,0.0,0.2,Other
3007082,No,261.83,3240.0,117.0,1037.0,1.6,Other
3169310,No,241.65,2505.0,195.0,293.0,0.0,Other
3119558,No,33.84,208.0,32.0,0.0,1.1,Other
3369294,No,14.69,413.0,10.0,0.0,0.2,Other
3278702,Yes,30.48,188.0,40.0,0.0,0.0,Professional
3008498,No,58.79,757.0,50.0,47.0,0.0,Other
3350926,No,48.27,1457.0,45.0,37.0,0.0,Other
3314450,No,115.95,964.0,60.0,88.0,0.0,Professional
3258462,No,47.56,468.0,50.0,0.0,2.8,Professional
3228142,Yes,61.35,418.0,63.0,0.0,0.2,Other
3375250,No,39.99,89.0,50.0,0.0,0.0,Other
3040142,No,19.86,18.0,17.0,6.0,0.0,Professional
3177266,No,50.85,387.0,45.0,0.0,0.0,Other
3016422,Yes,17.36,9.0,16.0,4.0,0.0,Professional
3174894,Yes,40.76,278.0,30.0,12.0,1.2,Other
3288138,No,118.67,865.0,50.0,86.0,10.3,Other
3358282,Yes,53.14,476.0,33.0,102.0,0.0,Other
3039190,No,32.66,90.0,30.0,0.0,2.6,Other
3257766,No,11.36,94.0,10.0,4.0,0.5,Professional
3328754,Yes,34.99,117.0,45.0,0.0,0.0,Other
3165654,No,98.53,667.0,60.0,100.0,2.1,Other
3371138,No,56.13,1020.0,70.0,14.0,0.0,Other
3188198,Yes,38.15,102.0,30.0,30.0,0.4,Professional
3198898,No,33.24,128.0,40.0,0.0,0.0,Other
3393458,Yes,33.93,159.0,30.0,0.0,1.4,Professional
3350254,No,137.66,1100.0,60.0,210.0,0.0,Self
3078042,No,28.7,48.0,17.0,25.0,0.0,Other
3212066,Yes,41.13,248.0,30.0,26.0,0.0,Other
3057002,Yes,54.8,860.0,60.0,0.0,0.0,Other
3307290,No,34.99,256.0,45.0,0.0,0.0,Other
3140670,Yes,57.38,307.0,35.0,97.0,0.0,Other
3053378,Yes,130.26,606.0,71.0,150.0,0.0,Other
3016186,Yes,49.99,0.0,50.0,0.0,0.0,Other
3211306,No,33.91,268.0,30.0,0.0,0.0,Crafts
3266666,No,129.09,1894.0,85.0,118.0,0.7,Other
3010630,No,35.24,182.0,35.0,0.0,0.3,Professional
3342778,Yes,59.01,1141.0,55.0,45.0,3.3,Professional
3089710,No,31.05,71.0,30.0,0.0,0.3,Professional
3071926,Yes,41.49,299.0,42.0,0.0,0.0,Professional
3104726,Yes,29.99,0.0,30.0,0.0,0.0,Other
3105106,No,36.72,238.0,45.0,2.0,0.2,Other
3131066,No,34.99,399.0,45.0,0.0,0.0,Crafts
3230810,No,10.25,180.0,10.0,0.0,0.0,Other
3282454,Yes,29.99,277.0,40.0,0.0,0.0,Other
3053834,No,78.76,675.0,60.0,75.0,0.2,Professional
3256534,No,54.8,505.0,56.0,23.0,0.0,Other
3340846,No,20.41,496.0,27.0,1.0,0.0,Other
3083406,No,56.28,1517.0,62.0,19.0,0.0,Other
3080714,Yes,54.77,521.0,50.0,6.0,2.8,Other
3096090,Yes,101.14,1399.0,75.0,0.0,0.0,Other
3271338,Yes,112.11,1074.0,40.0,152.0,1.8,Professional
3332710,No,16.36,598.0,10.0,25.0,0.0,Other
3139882,Yes,10.09,5.0,10.0,0.0,0.0,Other
3156822,No,83.63,1097.0,50.0,106.0,0.0,Clerical
3131534,No,54.73,343.0,60.0,0.0,0.0,Other
3071402,No,33.45,128.0,30.0,0.0,0.0,Other
3217238,No,55.62,731.0,60.0,19.0,0.0,Other
3266902,No,29.99,157.0,40.0,0.0,0.0,Retired
3022522,Yes,60.56,212.0,25.0,94.0,0.0,Other
3086058,Yes,40.37,16.0,42.0,0.0,0.0,Other
3189754,No,51.23,288.0,50.0,0.0,0.0,Other
3091978,No,34.99,232.0,45.0,0.0,0.0,Other
3188750,No,138.41,742.0,117.0,0.0,0.0,Other
3335510,No,38.99,336.0,45.0,0.0,0.0,Other
3345514,No,45.55,390.0,45.0,11.0,5.5,Homemaker
3136614,No,36.33,0.0,45.0,0.0,0.0,Other
3386778,Yes,175.33,1572.0,50.0,279.0,0.8,Other
3046598,No,88.62,551.0,33.0,146.0,0.0,Other
3333046,No,51.37,346.0,55.0,0.0,2.4,Other
3003206,No,69.61,457.0,40.0,76.0,4.5,Professional
3287694,No,22.39,762.0,10.0,0.0,2.7,Other
3163254,No,218.44,810.0,40.0,510.0,0.0,Other
3221342,No,30.34,329.0,40.0,0.0,0.0,Other
3172038,No,30.31,143.0,30.0,0.0,0.3,Other
3269578,Yes,29.99,11.0,40.0,0.0,0.0,Other
3223246,No,34.86,436.0,30.0,13.0,0.0,Other
3336806,No,72.06,127.0,70.0,0.0,11.1,Clerical
3224698,Yes,168.59,1492.0,77.0,235.0,0.0,Other
3163674,Yes,59.19,484.0,50.0,0.0,0.0,Other
3057982,No,38.74,54.0,35.0,23.0,0.0,Other
3206626,No,24.53,23.0,20.0,11.0,0.0,Other
3223722,No,52.85,342.0,50.0,0.0,2.0,Other
3011174,No,32.49,98.0,32.0,0.0,0.0,Professional
3091218,No,57.98,398.0,57.0,0.0,0.0,Professional
3232594,No,54.28,342.0,50.0,5.0,0.0,Other
3132394,No,37.71,145.0,32.0,0.0,0.0,Other
3074718,No,48.94,388.0,42.0,0.0,5.3,Professional
3153710,No,66.17,559.0,45.0,80.0,0.6,Other
3175882,No,50.44,168.0,50.0,0.0,0.2,Student
3308122,No,45.55,524.0,45.0,19.0,0.0,Other
3239514,No,23.89,185.0,10.0,31.0,0.0,Other
3099970,No,23.64,168.0,22.0,2.0,0.0,Crafts
3243570,No,31.86,92.0,30.0,0.0,0.0,Other
3037698,Yes,35.98,46.0,35.0,0.0,0.0,Other
3359754,No,40.68,370.0,45.0,14.0,0.0,Other
3132798,No,39.99,226.0,40.0,0.0,0.0,Crafts
3181646,No,69.58,316.0,45.0,0.0,0.0,Other
3116370,No,29.54,317.0,30.0,8.0,0.0,Other
3160082,Yes,53.25,88.0,50.0,0.0,0.0,Other
3282230,No,36.65,304.0,40.0,3.0,0.0,Retired
3195490,Yes,30.26,144.0,30.0,0.0,0.0,Other
3087586,Yes,103.53,1492.0,110.0,0.0,2.4,Other
3316566,No,66.24,517.0,45.0,18.0,0.0,Other
3029694,No,122.84,1234.0,75.0,26.0,23.3,Professional
3146598,No,104.37,405.0,35.0,80.0,0.0,Professional
3031038,Yes,34.17,267.0,32.0,0.0,0.0,Other
3226438,No,56.56,728.0,57.0,20.0,0.0,Other
3174130,No,44.99,196.0,55.0,0.0,0.0,Student
3393686,Yes,33.66,131.0,16.0,38.0,0.0,Professional
3328702,Yes,166.26,1449.0,45.0,364.0,3.7,Other
3130166,No,33.9,112.0,30.0,10.0,0.0,Other
3226014,No,55.12,603.0,60.0,0.0,0.0,Other
3064306,No,208.99,2552.0,160.0,334.0,3.9,Other
3232814,Yes,49.99,110.0,60.0,0.0,0.0,Other
3155594,No,53.96,428.0,50.0,0.0,0.0,Other
3028886,No,38.37,156.0,35.0,0.0,0.0,Professional
3334554,No,278.35,1872.0,55.0,642.0,0.0,Other
3119914,No,101.71,534.0,30.0,200.0,2.2,Other
3256978,Yes,29.99,0.0,40.0,0.0,0.0,Other
3240426,No,30.48,134.0,40.0,0.0,0.0,Crafts
3141522,No,184.44,2069.0,110.0,209.0,0.0,Other
3356294,No,132.5,1210.0,76.0,149.0,0.0,Other
3097126,Yes,31.37,126.0,30.0,1.0,0.8,Retired
3115202,No,101.69,526.0,30.0,192.0,0.2,Other
3209102,Yes,58.98,361.0,50.0,50.0,0.0,Other
3345534,No,34.99,134.0,45.0,0.0,0.0,Professional
3349786,No,56.95,293.0,35.0,56.0,0.0,Other
3361786,Yes,154.16,1707.0,82.0,31.0,0.0,Other
3207698,No,95.26,928.0,50.0,131.0,0.0,Other
3310194,Yes,38.01,568.0,23.0,166.0,0.0,Other
3115826,Yes,57.2,420.0,50.0,0.0,1.5,Other
3383762,No,77.72,535.0,19.0,52.0,0.0,Other
3224942,Yes,56.49,104.0,70.0,0.0,0.0,Crafts
3171882,No,116.12,891.0,77.0,150.0,0.0,Other
3222046,Yes,153.12,519.0,43.0,338.0,2.2,Other
3359462,No,61.73,666.0,69.0,24.0,1.2,Other
3136026,No,57.23,620.0,49.0,0.0,0.0,Other
3094262,No,122.89,1876.0,85.0,129.0,0.0,Other
3237010,No,54.43,248.0,50.0,0.0,0.6,Other
3048670,No,39.73,920.0,48.0,6.0,0.0,Other
3271494,No,51.77,497.0,60.0,0.0,0.3,Other
3200962,No,82.05,213.0,30.0,91.0,0.0,Other
3280066,Yes,42.03,1116.0,45.0,18.0,0.0,Other
3240570,Yes,65.76,826.0,33.0,101.0,0.0,Other
3010182,Yes,90.74,808.0,45.0,152.0,0.0,Other
3227974,No,58.69,904.0,60.0,29.0,0.0,Professional
3041298,No,59.32,499.0,55.0,0.0,0.0,Other
3011310,No,118.66,1304.0,73.0,92.0,5.5,Self
3324562,Yes,21.25,30.0,30.0,0.0,0.9,Other
3124722,No,49.99,1007.0,60.0,0.0,0.0,Student
3161314,No,109.33,776.0,50.0,59.0,0.0,Other
3309034,Yes,10.0,0.0,10.0,0.0,0.0,Other
3369434,No,97.8,1161.0,66.0,36.0,0.0,Other
3027470,No,92.38,677.0,50.0,124.0,0.0,Professional
3040590,No,38.89,202.0,55.0,0.0,0.6,Other
3364994,No,33.38,252.0,35.0,2.0,3.7,Professional
3317510,Yes,49.69,1236.0,45.0,39.0,0.8,Other
3159870,No,45.09,108.0,20.0,57.0,0.0,Professional
3349706,No,139.64,316.0,104.0,18.0,0.0,Crafts
3160610,No,108.16,606.0,80.0,113.0,0.4,Other
3145642,No,74.48,1284.0,96.0,0.0,0.0,Other
3396258,Yes,70.21,499.0,60.0,0.0,19.5,Other
3194830,No,104.93,2328.0,90.0,71.0,0.0,Other
3031626,No,52.09,866.0,50.0,5.0,0.0,Other
3018874,No,35.8,208.0,45.0,0.0,0.0,Retired
3391582,No,1.57,5.0,0.0,4.0,0.0,Professional
3240042,No,35.08,532.0,45.0,0.0,0.0,Other
3361778,No,22.69,17.0,30.0,7.0,0.0,Professional
3155694,Yes,37.92,142.0,32.0,16.0,0.1,Clerical
3265034,No,31.91,35.0,40.0,0.0,1.9,Professional
3300390,No,83.99,446.0,70.0,0.0,0.0,Other
3156878,No,133.57,897.0,60.0,196.0,0.0,Other
3129942,Yes,41.03,136.0,30.0,31.0,0.0,Other
3395990,No,27.74,148.0,32.0,0.0,0.0,Clerical
3318790,Yes,16.85,1306.0,10.0,27.0,0.1,Other
3048606,No,102.93,894.0,70.0,216.0,0.0,Other
3241758,No,40.34,191.0,45.0,0.0,0.5,Other
3357198,Yes,109.19,1758.0,83.0,114.0,0.0,Other
3350966,Yes,75.88,989.0,95.0,0.0,0.0,Other
3067550,Yes,35.52,294.0,30.0,4.0,0.0,Other
3159878,Yes,35.3,104.0,45.0,0.0,0.0,Other
3363630,No,34.99,273.0,45.0,0.0,0.0,Other
3104990,Yes,16.99,6.0,17.0,0.0,0.0,Retired
3334198,No,32.58,189.0,42.0,0.0,0.6,Other
3241090,Yes,103.2,515.0,60.0,0.0,43.8,Other
3104258,No,62.14,104.0,59.0,7.0,0.1,Professional
3060402,Yes,128.14,802.0,32.0,251.0,0.0,Other
3023770,Yes,65.01,848.0,35.0,66.0,0.0,Other
3215370,No,50.15,0.0,50.0,0.0,0.2,Other
3192354,No,54.53,280.0,40.0,32.0,0.0,Other
3374434,Yes,77.15,770.0,79.0,0.0,0.2,Other
3173262,No,45.0,58.0,45.0,0.0,0.0,Other
3218226,No,69.42,480.0,40.0,110.0,0.0,Other
3281582,Yes,63.03,672.0,60.0,41.0,0.6,Other
3218558,Yes,54.97,454.0,30.0,50.0,7.6,Professional
3048834,Yes,95.25,1308.0,60.0,147.0,0.4,Other
3299502,No,107.24,1354.0,120.0,11.0,2.8,Crafts
3033014,No,51.13,230.0,50.0,0.0,0.6,Other
3106806,No,36.96,109.0,30.0,12.0,2.3,Other
3026378,No,39.73,71.0,35.0,0.0,4.5,Other
3130418,Yes,50.0,94.0,50.0,0.0,0.0,Self
3102914,No,49.99,1064.0,60.0,1.0,0.0,Crafts
3034622,Yes,99.06,1276.0,40.0,137.0,0.0,Professional
3226818,Yes,65.62,782.0,50.0,0.0,0.0,Other
3313538,No,95.98,478.0,95.0,0.0,10.7,Other
3297218,Yes,34.42,266.0,44.0,0.0,0.0,Other
3282914,Yes,25.8,262.0,10.0,39.0,3.7,Crafts
3101382,No,44.14,315.0,45.0,22.0,0.0,Other
3050670,Yes,30.4,42.0,30.0,0.0,0.4,Professional
3140306,No,40.98,546.0,50.0,0.0,0.0,Other
3059462,Yes,233.19,1464.0,60.0,584.0,0.0,Other
3039530,No,36.7,486.0,25.0,7.0,0.0,Other
3306726,Yes,38.39,474.0,45.0,0.0,3.4,Other
3192422,Yes,41.78,250.0,50.0,0.0,1.5,Other
3220730,Yes,184.05,2074.0,60.0,319.0,0.4,Other
3303650,No,71.49,1164.0,80.0,0.0,0.0,Other
3039170,No,121.86,1182.0,50.0,215.0,0.0,Other
3059018,Yes,66.53,599.0,50.0,44.0,0.0,Other
3217054,Yes,89.58,631.0,52.0,0.0,0.0,Professional
3255458,No,43.23,530.0,55.0,0.0,0.0,Other
3091234,No,43.95,1246.0,40.0,2.0,0.0,Other
3013530,No,21.83,76.0,17.0,10.0,0.0,Other
3113942,No,48.41,295.0,30.0,49.0,0.0,Other
3165194,No,89.16,520.0,85.0,0.0,0.0,Other
3064030,Yes,43.54,176.0,30.0,36.0,0.0,Other
3383422,Yes,37.31,99.0,45.0,0.0,0.0,Other
3393110,Yes,15.0,8.0,15.0,0.0,0.0,Professional
3063378,No,48.02,422.0,50.0,2.0,0.0,Other
3149890,No,51.47,924.0,45.0,44.0,0.0,Other
3311750,No,53.44,294.0,60.0,2.0,0.0,Professional
3179118,No,138.15,1250.0,51.0,59.0,0.4,Other
3317146,Yes,36.09,127.0,45.0,0.0,1.1,Other
3322522,No,63.81,647.0,45.0,68.0,0.0,Professional
3017974,No,22.05,28.0,17.0,9.0,0.0,Other
3203102,No,42.82,263.0,45.0,0.0,0.0,Other
3297406,Yes,19.99,3.0,20.0,0.0,0.0,Other
3058178,No,85.47,677.0,52.0,99.0,0.0,Other
3248402,No,30.26,194.0,40.0,0.0,0.0,Professional
3211038,No,272.28,2163.0,47.0,719.0,0.0,Professional
3143530,No,69.32,837.0,31.0,99.0,6.6,Professional
3288538,No,81.23,520.0,22.0,43.0,1.0,Other
3339578,No,29.99,97.0,40.0,0.0,0.0,Clerical
3284302,No,37.19,616.0,50.0,5.0,0.0,Other
3053650,No,44.74,144.0,32.0,28.0,3.7,Other
3197670,No,35.86,448.0,30.0,17.0,0.0,Other
3266542,No,138.16,1132.0,78.0,176.0,0.0,Professional
3057862,Yes,30.15,86.0,30.0,0.0,0.2,Other
3203694,No,49.18,295.0,40.0,26.0,0.0,Professional
3157038,Yes,62.91,404.0,35.0,90.0,0.5,Other
3241706,No,74.33,518.0,80.0,0.0,0.0,Other
3109642,No,32.49,0.0,32.0,0.0,0.0,Other
3314482,Yes,75.98,2035.0,86.0,87.0,1.5,Other
3121154,Yes,75.14,1114.0,32.0,161.0,0.9,Other
3173754,Yes,53.5,426.0,50.0,0.0,0.0,Professional
3119274,Yes,54.85,263.0,22.0,70.0,0.0,Professional
3274522,No,46.74,236.0,25.0,41.0,1.2,Other
3114582,No,51.23,286.0,60.0,0.0,0.0,Other
3126742,No,10.1,46.0,10.0,0.0,0.0,Other
3059330,No,19.39,102.0,19.0,0.0,0.0,Other
3144926,Yes,32.74,146.0,32.0,0.0,0.0,Other
3193306,Yes,39.38,80.0,37.0,0.0,0.0,Other
3140766,No,66.94,315.0,71.0,0.0,0.0,Other
3378130,No,65.03,633.0,45.0,75.0,0.0,Other
3053170,No,76.44,500.0,95.0,0.0,0.0,Other
3071382,No,54.98,366.0,41.0,30.0,0.0,Other
3234526,Yes,88.83,732.0,80.0,32.0,9.2,Other
3133946,No,84.05,184.0,74.0,0.0,0.2,Other
3214530,No,30.24,26.0,30.0,0.0,0.0,Other
3062190,No,71.05,614.0,50.0,60.0,0.0,Other
3142074,No,56.95,228.0,30.0,77.0,0.0,Retired
3298502,No,38.28,1331.0,47.0,0.0,0.1,Other
3002186,No,63.73,974.0,45.0,62.0,0.0,Other
3255566,No,31.84,282.0,40.0,4.0,0.0,Other
3364406,Yes,55.88,537.0,60.0,14.0,0.0,Other
3355978,Yes,109.64,639.0,45.0,169.0,0.0,Other
3141942,No,23.24,0.0,20.0,0.0,0.0,Clerical
3228222,No,364.03,2370.0,85.0,1104.0,0.0,Other
3377062,Yes,106.7,1345.0,50.0,152.0,0.0,Other
3148062,No,20.07,45.0,10.0,7.0,0.0,Other
3332406,No,137.31,1898.0,60.0,246.0,0.2,Homemaker
3004442,No,33.24,24.0,30.0,0.0,0.0,Other
3309410,Yes,18.0,128.0,10.0,20.0,0.0,Other
3117538,Yes,51.18,113.0,60.0,0.0,0.0,Other
3139350,No,67.4,486.0,50.0,0.0,0.4,Other
3161538,No,39.49,1080.0,45.0,11.0,0.0,Other
3377502,Yes,40.85,320.0,45.0,17.0,0.0,Other
3024066,No,50.87,238.0,50.0,0.0,0.0,Other
3025702,Yes,54.38,314.0,32.0,12.0,0.0,Professional
3381618,No,109.9,2071.0,101.0,0.0,0.0,Professional
3295478,No,35.65,570.0,48.0,0.0,0.0,Professional
3327678,No,125.04,2969.0,111.0,113.0,0.0,Other
3103038,Yes,47.63,104.0,30.0,1.0,0.0,Professional
